MDL_NO,CAPTION,JUDGE,DISTRICT,DATE_FILED,DATE_TRANSFERRED,DATE_TERMINTAED,MASTER_DOCKET,TOTAL_ACTIONS,TYPE,APPOINTMENT_ORDER,APPOINTMENT_ORDER_CONTESTED,PLAINTIFF_LEAD_COUNSEL ,PLAINTIFF_LEAD_COUNSEL_AUTHORITY,PLAINTIFF_LEAD_COUNSEL_DUTIES,PLAINTIFF_LEADERSHIP_STRUCTURE, PLAINTIFF_LEADERSHIP_AUTHORITY ,PLAINTIFF_LEADERSHIP_DUTIES ,PLAINTIFF_LIAISON_COUNSEL ,DEFENSE_LEAD_COUNSEL,DEFENSE_LEADERSHIP_STRUCTURE  ,DEFENSE _LIAISON_COUNSEL ,RULE_23,MCL,LIMIT_NONLEADER_PRACTICE ,FINANCIAL_CONTRIBUTION,LEADERSHIP_COMPENSATION,RECORDKEEPING,COMMENTS_OLD,Notes,Assigned to,Complete,Order_Count,Sum_OU_Create,Sum_OU_Terminate,Net_OUs,YEARS_PENDING,Source_Table
1807,"1807 IN RE: Wachovia Securities, LLC, Wage and Hour",David O. Carter,CAC,,2006-12-22 00:00:00,2009-10-06 00:00:00,8:07-ml-01807,,Employment Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1809,1809 IN RE: Terminix EP,Saundra Brown Armstrong,CAN,,2006-12-19 00:00:00,2008-10-17 00:00:00,"4:06-cv-00024, 4:07-cv-00656?",,Employment Practices,,,,,,,,,,,,,,,,,,,,Confirmed no matching orders 6/8/26,DN/complete/no marching orders,,,,,,,new
1810,"1810 IN RE: MERSCORP Inc., et al., Real Estate Settlement Procedures Act (RESPA)",Janis Graham Jack,TXS,,2007-01-10 00:00:00,2008-05-16 00:00:00,2:07-md-01810,,,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1811,1811 IN RE: Genetically Modified Rice Litigation,Catherine D. Perry,MOE,,2006-12-19 00:00:00,2015-09-14 00:00:00,4:06-md-01811,,Miscellaneous,,,,,,,,,,,,,,,,,,,,"Massive docket. Most CMOs not available as PDFs, but got the initial order appointing leadership. ",DN/complete/co-work,,,,,,,new
1816,1816 IN RE: Katz Interactive Call Processing PAT,Robert Gary Klausner,CAC,,2007-03-20 00:00:00,2014-12-22 00:00:00,2:07-ml-01816,,Intellectual Property,,,,,,,,,,,,,,,,,,,,Large docket. Only grabbed CMOS.,DN/complete/co-work,,,,,,,new
1817,1817 IN RE: CertainTeed Corp. Roofing Shingle PL,Robert F. Kelly,PAE,,2007-02-15 00:00:00,2011-06-07 00:00:00,2:07-md-01817,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1818,1818 IN RE: CitiFinancial Services Incorporated Prescreened Offer,James F. Holderman,ILN,,2007-02-15 00:00:00,2008-05-06 00:00:00,1:07-cv-01018,,,,,,,,,,,,,,,,,,,,,,Confirmed no electronic records available on Lexis 6/8/26; BHS confirmed that there are no available records on Bloomberg on 6/8/2026,DN/complete/no electronic documents available,,,,,,,new
1819,1819 IN RE: Static Random Access Memory (SRAM) Antitrust Litigation,Claudia Ann Wilken,CAN,,2007-02-09 00:00:00,2012-08-02 00:00:00,4:07-md-01819,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1820,"1820 IN RE: Webloyalty.com, Inc., Marketing & SP",Joseph Louis Tauro,MA,,2007-02-15 00:00:00,2009-07-13 00:00:00,1:07-md-01820,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1822,1822 IN RE: Bluetooth Headset PL,Dale S. Fischer,CAC,,2007-02-20 00:00:00,2009-09-25 00:00:00,2:07-ml-01822,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1824,1824 IN RE: Tri-State Water Rights,Paul Arthur Magnuson,FLM,,2007-03-20 00:00:00,2012-08-15 00:00:00,3:07-md-00001,,,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1825,1825 IN RE: Midland National Life Insurance Co. Annuity SP,Christina A. Snyder,CAC,,2007-05-02 00:00:00,2011-07-12 00:00:00,2:07-ml-01825,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1826,1826 IN RE: Graphics Processing Units Antitrust Litigation,William Haskell Alsup,CAN,,2007-04-18 00:00:00,2009-04-01 00:00:00,3:07-md-01826,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1827,1827 IN RE: TFT-LCD (Flat Panel) Antitrust Litigation,Susan Yvonne Illston,CAN,,2007-04-17 00:00:00,2016-06-01 00:00:00,3:07-md-01827,,Antitrust,,,,,,,,,,,,,,,,,,,,"Huge docket. Starting with Part III, limited to orders that contain appoint, remove, modify, or pretrial",DN/complete/co-work,,,,,,,new
1828,"1828 IN RE: Imagitas, Inc., Drivers' Privacy Protection Act",Timothy J. Corrigan,FLM,,2007-05-08 00:00:00,2010-09-02 00:00:00,3:07-md-00002,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1829,1829 IN RE: Vision Service Plan Tax,James L. Graham,OHS,,2007-05-02 00:00:00,2010-06-23 00:00:00,2:07-md-01829,,,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1831,1831 IN RE: Orthopaedic Implant Device Antitrust Litigation,John Daniel Tinder,INS,,2007-04-18 00:00:00,2007-10-23 00:00:00,1:07-ml-9831,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
1832,1832 IN RE: Pilgrim's Pride Fair Labor Standards Act,Harry F. Barnes,ARW,,2007-05-10 00:00:00,2010-04-02 00:00:00,1:07-cv-01832,,Employment Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1836,1836 IN RE: Mirapex Products Liability Litigation,"Davis, Michael James",MN,2007-02-06,2007-06-22,,0:07-md-1836,441,Products Liability,1,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,Entered by MJ; uses case caption template,,David Noll,checked,1,4,0,4,,old
1838,"1838 IN RE: The TJX Companies, Inc., Customer Data Security Breach",William G. Young,MA,,2007-06-28 00:00:00,2009-09-11 00:00:00,1:07-cv-10162,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1840,1840 IN RE: Motor Fuel Temperature SP,Kathryn Hoefer Vratil,KS,,2007-06-18 00:00:00,2016-10-05 00:00:00,2:07-md-01840,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1841,1841 IN RE: Wells Fargo Loan Processor Overtime Pay,Edward Milton Chen,CAN,,2007-06-22 00:00:00,2011-09-30 00:00:00,3:07-md-01841,,Employment Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1842,1842 IN RE: Kugel Mesh Hernia Patch PL,Mary M. Lisi,RI,,2007-06-22 00:00:00,2017-09-08 00:00:00,1:07-md-01842,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1844,"1844 IN RE: Air Crash Near Peixoto de Azeveda, Brazil - 9/29/06",Brian Mark Cogan,NYE,,2007-06-22 00:00:00,2008-07-03 00:00:00,1:07-md-01844,,Air Disaster,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1845,1845 IN RE: ConAgra Peanut Butter PL,Thomas W. Thrash Jr.,GAN,,2007-07-17 00:00:00,2015-04-02 00:00:00,1:07-md-01845,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1846,"1846 IN RE: Trade Partners, Inc., Investors",Robert Holmes Bell,MIW,,2007-06-26 00:00:00,2015-05-04 00:00:00,1:07-md-01846,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1848,"1848 IN RE: Rembrandt Technologies, LP, PAT",Gregory Moneta Sleet,DE,,2007-06-18 00:00:00,2011-04-13 00:00:00,1:07-md-01848,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1849,"1849 IN RE: C.H. Robinson Worldwide, Inc., Overtime Pay",Joan N. Ericksen,MN,,2007-07-13 00:00:00,2008-02-21 00:00:00,0:07-md-01849,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
1850,1850 IN RE: Pet Food PL,Noel L. Hillman,NJ,,2007-06-22 00:00:00,2008-11-19 00:00:00,1:07-cv-02867,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1851,1851 IN RE: Desloratadine PAT,Mary Little Cooper,NJ,,2007-08-16 00:00:00,2009-09-15 00:00:00,3:07-cv-03930,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1853,"1853 IN RE: The TJX Companies, Inc., Fair and Accurate Credit Transactions Act (FACTA)",Kathryn Hoefer Vratil,KS,,2007-09-14 00:00:00,2008-07-02 00:00:00,2:07-md-01853,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
1854,"1854 IN RE: Tyson Foods, Inc., Fair Labor Standards Act (FLSA)",Clay D. Land,GAM,,2007-08-17 00:00:00,2011-09-16 00:00:00,4:07-md-01854,,Employment Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1857,1857 IN RE: Schering Marketing & SP (No. II),Stanley R Chesler,NJ,,2007-08-16 00:00:00,2010-06-09 00:00:00,2:06-cv-05774?,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1861,1861 IN RE: Wellnx Marketing & SP,Richard Gaylore Stearns,MA,,2007-08-31 00:00:00,2011-12-08 00:00:00,1:07-md-01861,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1862,1862 IN RE: Vonage Marketing & SP,Freda L. Wolfson,NJ,,2007-08-15 00:00:00,2011-05-19 00:00:00,3:07-cv-03906,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1864,"1864 IN RE: Charlotte Russe, Inc., Fair and Accurate Credit Transactions Act (FACTA)",Robert Gary Klausner,CAC,,2007-08-30 00:00:00,2008-07-30 00:00:00,2:07-ml-01864,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
1865,1865 IN RE: Household Goods Movers Antitrust Litigation,David C. Norton,SC,,2007-08-16 00:00:00,2012-02-10 00:00:00,2:07-cv-00764,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1866,1866 IN RE: Brimonidine PAT,Gregory Moneta Sleet,DE,,2007-08-20 00:00:00,2009-11-23 00:00:00,1:07-md-01866,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1867,1867 IN RE: OnStar CONT,Sean Francis Cox,MIE,,2007-08-17 00:00:00,2013-08-02 00:00:00,"2:07-md-01867, 2:07-cv-11830",,Contract,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1869,1869 IN RE: Rail Freight Fuel Surcharge Antitrust Litigation,"Friedman, Paul L.",DC,2007-06-06,2007-11-06,,1:07-mc-489,19,Antitrust,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,Contested,,Robert Vogel,checked,6,10,0,10,,old
1870,1870 IN RE: Greenwood Credit Union Prescreening,Joseph Louis Tauro,MA,,2007-10-24 00:00:00,2008-08-22 00:00:00,"1:07-md-01870,  2:07-cv-01983",,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
1871,"1871 IN RE: Avandia Marketing, Sales Practices and Products Liability Litigation","Rufe, Cynthia M.",PAE,2007-06-11,2007-10-16,2008-04-09,2:07-md-1871,5299,Products Liability,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,,"There are some interesting motions in this litigation over fees and, in particular, taxes attorneys in state litigation to fund the MDL. Years after the MDL was formed, in 2016, third-party class litigation began and moved to appoint lead counsel and a leadership structure, but we don't have records about how the court resolved those motions.
",David Noll,checked,13,11,1,10,,old
1872,1872 IN RE: Wayne Farms LLC Fair Labor Standards Act,Keith Starrett,MSS,,2007-11-02 00:00:00,2010-03-31 00:00:00,2:07-md-01872,,Employment Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1873,1873 IN RE: FEMA Trailer Formaldehyde PL,Kurt Damian Engelhardt,LAE,,2007-10-24 00:00:00,2015-05-11 00:00:00,2:07-md-01873,,Products Liability,,,,,,,,,,,,,,,,,,,,Massive MDL. Only retrieved pre-trial orders.,DN/complete/co-work,,,,,,,new
1875,1875 IN RE: RadioShack Corp. ERISA,Terry R. Means,TXN,,2007-10-22 00:00:00,2011-05-10 00:00:00,4:08-md-01875,,Employment Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1876,1876 IN RE: Long Beach Mortgage Company Truth in Lending Act 1-4 Family Rider,Wayne R. Andersen,ILN,,2007-11-14 00:00:00,2010-02-22 00:00:00,1:07-cv-06543,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1877,1877 IN RE: ClassicStar Mare Lease,Joseph Martin Hood,KYE,,2007-10-19 00:00:00,2019-04-12 00:00:00,5:07-cv-00353,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1878,"1878 IN RE: Southwest Exchange, Inc., Internal Revenue Service § 1031 Tax Deferred Exchange",Robert Clive Jones,NV,,2007-10-18 00:00:00,2013-10-31 00:00:00,2:07-cv-01394,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1879,1879 IN RE: Sterling Financial Corp. SEC,Lawrence F. Stengel,PAE,,2007-10-26 00:00:00,2009-08-05 00:00:00,2:07-md-01879,,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1880,1880 IN RE: Papst Licensing Digital Camera Patent Litigation,"Moss, Randolph D.",DC,2007-07-13,2007-11-05,,1:07-mc-493,21,Intellectual Property,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,No appointment order; patent case,No appointment order found,Reynold Orsua,checked,0,0,0,0,,old
1881,"1881 IN RE: Boscov's Department Store, LLC, Fair and Accurate Credit Transactions Act (FACTA)",Joseph E. Irenas,NJ,,2007-10-17 00:00:00,2008-09-05 00:00:00,1:07-cv-05093,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
1886,1886 IN RE: Refined Petroleum Products Antitrust Litigation,Simeon Timothy Lake III,TXS,,2007-12-18 00:00:00,2009-01-09 00:00:00,4:07-md-01886,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1888,1888 IN RE: Marine Hose Antitrust Litigation (No. II),Donald L. Graham,FLS,,2008-01-23 00:00:00,2011-07-19 00:00:00,1:08-md-01888,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1889,"1889 IN RE: Peregrine Systems, Inc., SEC",Roger T. Benitez,CAS,,2008-01-02 00:00:00,2017-10-16 00:00:00,3:02-cv-00870,,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1891,"1891 IN RE: Korean Air Lines Co., Ltd., Antitrust Litigation",S. James Otero,CAC,,2007-12-19 00:00:00,2014-08-22 00:00:00,2:07-cv-05107,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1892,1892 IN RE: KFC Corp. Fair Labor Standards Act,David S. Doty,MN,,2008-01-03 00:00:00,2008-11-20 00:00:00,0:08-md-01892,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
1893,1893 IN RE: RC2 Corp. Toy Lead Paint PL,Harry D. Leinenweber,ILN,,2007-12-19 00:00:00,2008-10-17 00:00:00,1:07-cv-07184,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
1894,"1894 IN RE: U.S. Foodservice, Inc., Pricing",Alvin W. Thompson,CT,,2007-12-18 00:00:00,2014-12-18 00:00:00,3:07-md-01894,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1895,1895 IN RE: LTL Shipping Services Antitrust Litigation,"William S. Duffey, Jr.",GAN,,2007-12-20 00:00:00,2009-01-28 00:00:00,1:08-md-01895,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1896,1896 IN RE: General Motors Corp. Speedometer PL,John C. Coughenour,WAW,,2008-01-08 00:00:00,2008-12-02 00:00:00,2:07-cv-00291,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
1897,"1897 IN RE: Mattel, Inc., Toy Lead Paint PL",Dale S. Fischer,CAC,,2007-12-18 00:00:00,2010-03-26 00:00:00,2:07-ml-01897,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1898,1898 IN RE: American Home Mortgage SEC,Thomas Collier Platt Jr.,NYE,,2007-12-19 00:00:00,2012-08-03 00:00:00,2:07-md-01898,,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1899,1899 IN RE: Southeastern Milk Antitrust Litigation,J. Ronnie Greer,TNE,,2008-01-07 00:00:00,2013-05-17 00:00:00,2:08-md-01000,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1902,1902 IN RE: Refco Inc. SEC,Jed Saul Rakoff,NYS,,2007-12-28 00:00:00,2014-10-23 00:00:00,1:07-md-01902,,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1903,"1903 IN RE: PepsiCo, Inc., Bottled Water Marketing & SP",Cathy Seibel,NYS,,2008-02-14 00:00:00,2008-12-15 00:00:00,7:08-md-01903,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
1904,"1904 IN RE: OSI Restaurant Partners, LLC, Fair and Accurate Credit Transactions Act (FACTA)",Thomas N. O'Neill Jr. ,PAE,,2008-02-20 00:00:00,2008-09-24 00:00:00,2:08-md-01904,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
1905,"1905 IN RE: Medtronic, Inc., Sprint Fidelis Leads PL",Richard House Kyle,MN,,2008-02-21 00:00:00,2011-12-12 00:00:00,0:08-md-01905,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1907,1907 IN RE: Aurora Dairy Corp. Organic Milk Marketing & SP,E. Richard Webber,MOE,,2008-02-20 00:00:00,2013-02-28 00:00:00,4:08-md-01907,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1909,1909 IN RE: Gadolinium Contrast Dyes PL,Dan A. Polster,OHN,,2008-02-27 00:00:00,2015-04-30 00:00:00,1:08-gd-50000,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1910,"1910 IN RE: Phoenix Licensing, L.L.C., PAT",Mary Helen Murguia,AZ,,2008-02-20 00:00:00,2009-03-16 00:00:00,2:08-md-01910,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1911,"1911 IN RE: Michelin North America, Inc., PAX Systems Marketing & SP",Roger W. Titus,MD,,2008-02-15 00:00:00,2010-12-21 00:00:00,8:08-md-01911,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1912,1912 IN RE: Fasteners Antitrust Litigation,Richard Barclay Surrick,PAE,,2008-02-27 00:00:00,2014-11-20 00:00:00,2:08-md-01912,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1913,1913 IN RE: Transpacific Passenger Air Transportation Antitrust Litigation,"Breyer, Charles R.",CAN,2007-11-20,2008-02-19,,3:07-cv-5634,26,Antitrust,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Class action; orders appoints interim lead counsel pursuant to Rule 23(g),,Robert Vogel,checked,2,2,0,2,,old
1914,1914 IN RE: Mercedes-Benz Tele Aid CONT,Dickinson Richards Debevoise,NJ,,2008-02-26 00:00:00,2012-08-03 00:00:00,2:07-cv-02720,,Contract,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1916,"1916 IN RE: Chiquita Brands International, Inc., Alien Tort Statute and Shareholders Derivative Litigation - DERIVATIVE ACTION; THERE IS A SEPARATE APPOINTMENT ORDER FOR THE ""DC"" ACTION THAT I SHOULD NOTE","Marra, Kenneth A.",FLS,2007-11-28,2008-02-20,,0:08-md-1916,28,Miscellanous,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Two orders: ""DC"" and derivative actions. Both uncontested","There are appointments to be lead-counsel of specific groups of actions or a single action, but there was no lead counsel for the entire MDL. 
",Robert Vogel,checked,2,2,0,2,,old
1917,1917 IN RE: Cathode Ray Tube (CRT) Antitrust Litigation,"Tigar, Jon S.",CAN,2007-11-29,2008-02-15,,3:07-cv-5944,74,Antitrust,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Class action; orders appoints interim lead counsel pursuant to Rule 23(g); declines to appoint co-leads becuase it would require creation of organizational structure that already exists in single lead's law firm,,Robert Vogel,checked,9,10,0,10,,old
1919,"1919 IN RE: Washington Mutual, Inc., SEC, DER & ERISA",Marsha J. Pechman,WAW,,2008-02-21 00:00:00,2011-12-15 00:00:00,2:08-md-01919,,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1920,1920 IN RE: Saturn L-Series Timing Chain PL,Laurie Smith Camp,NE,,2008-02-19 00:00:00,2009-06-10 00:00:00,8:07-cv-00298,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1921,"1921 IN RE: Nissan North America, Inc., Odometer (No. II)",Aleta Arthur Trauger,TNM,,2008-04-07 00:00:00,2012-01-20 00:00:00,3:08-md-01921,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,GFB/complete/co-work,,,,,,,new
1925,"1925 IN RE: Medan, Indonesia - 9/5/05 AD",John F. Grady,ILN,,2008-04-10 00:00:00,2009-01-09 00:00:00,"1:08-cv-02357, 1:07-cv-00250",,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
1926,1926 IN RE: Halftone Color Separations ('809) PAT,Cormac J. Carney,CAC,,2008-04-10 00:00:00,2009-11-30 00:00:00,8:08-ml-01926,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/COMPLETE/co-work,,,,,,,new
1927,1927 IN RE: Texas Roadhouse Fair and Accurate Credit Transactions Act (FACTA),Charles Ronald Norgle Sr.,ILN,,2008-04-07 00:00:00,2009-09-08 00:00:00,1:08-cv-02361,,Miscellaneous,,,,,,,,,,,,,,,,,,,,Confirmed no matching orders 6/8/26,DN/complete/no matching orders,,,,,,,new
1928,1928 IN RE: Trasylol PL,Donald M. Middlebrooks,FLS,,2008-04-07 00:00:00,2015-08-10 00:00:00,1:08-md-01928,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1930,1930 IN RE: Wells Fargo Mortgage Lending Practices,Maxine M. Chesney,CAN,,2008-04-10 00:00:00,2012-03-22 00:00:00,3:08-md-01930,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1931,1931 IN RE: Virgin Mobile Initial Public Offering (IPO) SEC,Susan Davis Wigenton,NJ,,2008-04-07 00:00:00,2011-02-28 00:00:00,2:07-cv-05619,,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1932,"1932 IN RE: Family Dollar Stores, Inc., Wage and Hour EP",Graham Calder Mullen,NCW,,2008-04-08 00:00:00,2016-03-31 00:00:00,3:08-md-01932,,Employment Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1933,"1933 IN RE: Merrill Lynch & Co., Inc., SEC, DER & ERISA",Jed Saul Rakoff,NYS,,2008-04-07 00:00:00,2012-08-15 00:00:00,1:07-cv-09633,,Securities,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1934,1934 IN RE: Epogen and Aranesp Off-Label Marketing & SP,Philip S. Gutierrez,CAC,,2008-04-08 00:00:00,2009-06-17 00:00:00,2:08-ml-01934,,Sales Practices,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1935,1935 IN RE: Chocolate Confectionary Antitrust Litigation,Christopher C. Conner,PAM,,2008-04-07 00:00:00,2014-04-17 00:00:00,1:08-mdl-01935,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1936,"1936 IN RE: Train Derailment near Tyrone, OK - 4/21/05",Barbara S. Jones,NYS,,2008-04-10 00:00:00,2011-04-28 00:00:00,1:08-md-01936,,Common Disaster,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1937,1937 IN RE: United States Postal Service Privacy Act,James L. Robart,WAW,,2008-04-09 00:00:00,2009-08-25 00:00:00,2:08-md-01937,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1938,"1938 IN RE: Vytorin/Zetia Marketing, SP and PL",Dennis M. Cavanaugh,NJ,,2008-04-08 00:00:00,2010-02-09 00:00:00,2:08-cv-00285,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1939,1939 IN RE: Oilily Fair and Accurate Credit Transactions Act (FACTA),Susan Yvonne Illston,CAN,,2008-04-10 00:00:00,2008-08-28 00:00:00,3:08-md-01939,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
1940,1940 IN RE: Aqua Dots PL,James F. Holderman,ILN,,2008-04-09 00:00:00,2012-09-07 00:00:00,1:08-cv-02364,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1941,1941 IN RE: Alfuzosin Hydrochloride PAT,Gregory Moneta Sleet,DE,,2008-06-09 00:00:00,2010-08-03 00:00:00,1:08-md-01941,,Intellectual Property,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1942,1942 IN RE: Flat Glass Antitrust Litigation (No. II),Donetta W. Ambrose,PAW,,2008-06-10 00:00:00,2015-08-12 00:00:00,2:08-mc-00180,,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1943,1943 IN RE: Levaquin PL,John R. Tunheim,MN,,2008-06-13 00:00:00,2017-07-19 00:00:00,0:08-md-01943,,Products Liability,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1945,1945 IN RE: State Street Bank and Trust Co. Fixed Income Funds Investment,Paul Austin Crotty,NYS,,2008-06-16 00:00:00,2013-08-12 00:00:00,1:08-md-01945,,Miscellaneous,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1946,"1946 IN RE: BP Products North America, Inc., Antitrust Litigation (No. II)",James B. Zagel,ILN,,2008-06-09 00:00:00,2012-09-07 00:00:00,"1:08-cv-03361,  1:06-cv-03541, 1:06-cv-03621?",,Antitrust,,,,,,,,,,,,,,,,,,,,,DN/complete/co-work,,,,,,,new
1947,1947 IN RE: Make-up Art Cosmetics (M.A.C.) Fair and Accurate Credit Transactions Act (FACTA),Dean D. Pregerson,CAC,,2008-06-09 00:00:00,2008-09-19 00:00:00,2:08-ml-01947,,,,,,,,,,,,,,,,,,,,,,,Not to be assigned,,,,,,,new
